SpectrumIdentity,SpectrumID,Organization,SpectrumType,InstrumentUsed,InstrumentAccesories,SpectralResolution,NumberofAccumulations,MaterialForm,Color,InstrumentMode,OtherInformation,MaterialProducer,RID,ContactInfo,CASNumber,MaterialPurity,MaterialQuality,InstrumentAccessories,LaserLightUsed,TotalAcquisitionTime_s,DataProcessingProcedure,LevelofConfidenceinIdentification,smoother,baseline,range,timestamp,SampleName,rsq
HDPE,HDPESample 134Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,134,
HDPE,HDPESample 135Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,135,
HDPE,HDPESample 136Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,136,
HDPE,HDPESample 137Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,137,
PET,PETSample 1Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,138,
PET,PETSample 2Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,139,
PET,PETSample 3Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,140,
PET,PETSample 4Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,141,
PET,PETSample 5Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,142,
PET,PETSample 6Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,143,
PET,PETSample 7Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,144,
PET,PETSample 8Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,145,
PET,PETSample 9Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,146,
PET,PETSample 10Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,147,
PET,PETSample 11Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,148,
PET,PETSample 12Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,149,
PET,PETSample 13Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,150,
PET,PETSample 14Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,151,
PET,PETSample 15Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,152,
PET,PETSample 16Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,153,
PET,PETSample 17Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,154,
PET,PETSample 18Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,155,
PET,PETSample 19Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,156,
PET,PETSample 20Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,157,
PET,PETSample 21Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,158,
PET,PETSample 22Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,159,
PET,PETSample 23Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,160,
PET,PETSample 24Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,161,
PET,PETSample 25Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,162,
PET,PETSample 26Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,163,
PET,PETSample 27Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,164,
PET,PETSample 28Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,165,
PET,PETSample 29Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,166,
PET,PETSample 30Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,167,
PET,PETSample 31Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,168,
PET,PETSample 32Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,169,
PET,PETSample 33Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,170,
PET,PETSample 34Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,171,
PET,PETSample 35Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,172,
PET,PETSample 36Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,173,
PET,PETSample 37Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,174,
PET,PETSample 38Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,175,
PET,PETSample 39Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,176,
PET,PETSample 40Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,177,
PET,PETSample 41Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,178,
PET,PETSample 42Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,179,
PET,PETSample 43Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,180,
PET,PETSample 44Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,181,
PET,PETSample 45Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,182,
PET,PETSample 46Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,183,
PET,PETSample 47Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,184,
PET,PETSample 48Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,185,
PET,PETSample 49Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,186,
PET,PETSample 50Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,187,
PET,PETSample 51Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,188,
PET,PETSample 52Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,189,
PET,PETSample 53Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,190,
PET,PETSample 54Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,191,
PET,PETSample 55Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,192,
PET,PETSample 56Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,193,
PET,PETSample 57Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,194,
PET,PETSample 58Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,195,
PET,PETSample 59Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,196,
PET,PETSample 60Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,197,
PET,PETSample 61Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,198,
PET,PETSample 62Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,199,
PET,PETSample 63Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,200,
PET,PETSample 64Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,201,
PET,PETSample 65Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,202,
PET,PETSample 66Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,203,
PET,PETSample 67Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,204,
PET,PETSample 68Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,205,
PET,PETSample 69Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,206,
PET,PETSample 70Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,207,
PET,PETSample 71Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,208,
PET,PETSample 72Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,209,
PET,PETSample 73Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,210,
PET,PETSample 74Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,211,
PET,PETSample 75Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,212,
PET,PETSample 76Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,213,
PET,PETSample 77Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,214,
PET,PETSample 78Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,215,
PET,PETSample 79Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,216,
PET,PETSample 80Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,217,
PET,PETSample 81Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,218,
PET,PETSample 82Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,219,
PET,PETSample 83Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,220,
PET,PETSample 84Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,221,
PET,PETSample 85Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,222,
PET,PETSample 86Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,223,
PET,PETSample 87Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,224,
PET,PETSample 88Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,225,
PET,PETSample 89Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,226,
PET,PETSample 90Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,227,
PET,PETSample 91Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,228,
PET,PETSample 92Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,229,
PET,PETSample 93Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,230,
PET,PETSample 94Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,231,
PET,PETSample 95Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,232,
PET,PETSample 96Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,233,
PET,PETSample 97Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,234,
PET,PETSample 98Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,235,
PET,PETSample 99Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,236,
PET,PETSample 100Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,237,
PET,PETSample 101Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,238,
PET,PETSample 102Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,239,
PET,PETSample 103Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,240,
PET,PETSample 104Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,241,
PET,PETSample 105Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,242,
PET,PETSample 106Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,243,
PET,PETSample 107Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,244,
PET,PETSample 108Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,245,
PET,PETSample 109Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,246,
PET,PETSample 110Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,247,
PET,PETSample 111Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,248,
PET,PETSample 112Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,249,
PET,PETSample 113Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,250,
PET,PETSample 114Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,251,
PET,PETSample 115Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,252,
PET,PETSample 116Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,253,
PET,PETSample 117Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,254,
PET,PETSample 118Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,255,
PET,PETSample 119Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,256,
PET,PETSample 120Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,257,
PET,PETSample 121Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,258,
PET,PETSample 122Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,259,
PET,PETSample 123Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,260,
PET,PETSample 124Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,261,
PET,PETSample 125Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,262,
PET,PETSample 126Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,263,
PET,PETSample 127Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,264,
PET,PETSample 128Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,265,
PET,PETSample 129Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,266,
PET,PETSample 130Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,267,
PET,PETSample 131Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,268,
PET,PETSample 132Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,269,
PET,PETSample 133Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,270,
PET,PETSample 134Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,271,
PET,PETSample 135Beauty C,Chabuka et al. 2020,FTIR,ThermalNicolet Nexus 670 FT-IR,Centaurus microscope with 10X optical objective,4/cm,3,,,,,,,,,,,,,,,,,,,,272,
