SpectrumIdentity,SpectrumID,Organization,SpectrumType,InstrumentUsed,InstrumentAccesories,SpectralResolution,NumberofAccumulations,MaterialForm,Color,InstrumentMode,OtherInformation,MaterialProducer,RID,ContactInfo,CASNumber,MaterialPurity,MaterialQuality,InstrumentAccessories,LaserLightUsed,TotalAcquisitionTime_s,DataProcessingProcedure,LevelofConfidenceinIdentification,smoother,baseline,range,timestamp,SampleName,rsq
Ca2 O12 Pb Si3 Zn3,1000459,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000459.rod,,,,,,,,,,,,,,,,1049,
Al4.76 Fe0.34 O16 Sb2.9,1000460,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000460.rod,,,,,,,,,,,,,,,,1050,
C2 H6 B4 Ca4 Mg O18,1000461,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000461.rod,,,,,,,,,,,,,,,,1051,
Be H2 O2,1000462,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000462.rod,,,,,,,,,,,,,,,,1052,
Al0.74 As3 Fe1.26 H23 Mg4.23 Mn8.06 O34 Zn0.71,1000463,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000463.rod,,,,,,,,,,,,,,,,1053,
As Cu H O9 Pb2 S,1000464,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000464.rod,,,,,,,,,,,,,,,,1054,
Cl O4 Pb3.5 Si0.5,1000465,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000465.rod,,,,,,,,,,,,,,,,1055,
Al1.98 Be Cr0.02 O4,1000466,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000466.rod,,,,,,,,,,,,,,,,1056,
Al4 Fe0.14 Mg1.86 Na0.09 O18.58 Si5,1000467,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000467.rod,,,,,,,,,,,,,,,,1057,
B Ca Li O3,1000469,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000469.rod,,,,,,,,,,,,,,,,1058,
Ca0.774 Fe0.11 Mg0.901 Na0.226 O6 Si2,1000470,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000470.rod,,,,,,,,,,,,,,,,1059,
Al H0.08 O2,1000471,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000471.rod,,,,,,,,,,,,,,,,1060,
Al0.04 Ca9 F0.84 H0.16 Mg0.96 O27.16 P6.97,1000472,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000472.rod,,,,,,,,,,,,,,,,1061,
O4 Pb S,1000473,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000473.rod,,,,,,,,,,,,,,,,1062,
C Ca0.997 O3 Sr0.003,1000474,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000474.rod,,,,,,,,,,,,,,,,1063,
Ca2 O12 Pb Si3 Zn3,1000475,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000475.rod,,,,,,,,,,,,,,,,1064,
Ca2 O12 Pb Si3 Zn3,1000476,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000476.rod,,,,,,,,,,,,,,,,1065,
Al0.04 Ca9 F0.84 H0.16 Mg0.96 O27.16 P6.97,1000477,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000477.rod,,,,,,,,,,,,,,,,1066,
Al2 Be3 O18 Si6,1000478,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000478.rod,,,,,,,,,,,,,,,,1067,
Al2 Be3 O18 Si6,1000479,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000479.rod,,,,,,,,,,,,,,,,1068,
Al2 Be3 O18 Si6,1000480,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000480.rod,,,,,,,,,,,,,,,,1069,
Al2 Be3 O18 Si6,1000481,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000481.rod,,,,,,,,,,,,,,,,1070,
Al2 Be3 O18 Si6,1000482,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000482.rod,,,,,,,,,,,,,,,,1071,
Al2 Be3 O18 Si6,1000483,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000483.rod,,,,,,,,,,,,,,,,1072,
Al2 Be3 O18 Si6,1000484,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000484.rod,,,,,,,,,,,,,,,,1073,
C Ca O3,1000485,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000485.rod,,,,,,,,,,,,,,,,1074,
Al H2 Li O7 Si2,1000486,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000486.rod,,,,,,,,,,,,,,,,1075,
C2 Ca Fe0.33 Mg0.67 O6,1000487,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000487.rod,,,,,,,,,,,,,,,,1076,
C2 Ca Fe0.33 Mg0.67 O6,1000488,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000488.rod,,,,,,,,,,,,,,,,1077,
Al1.8 B Ca1.65 Fe0.2 H Mg0.1 Mn1.2 O16 Si4,1000489,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000489.rod,,,,,,,,,,,,,,,,1078,
C Ca O3,1000490,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000490.rod,,,,,,,,,,,,,,,,1079,
Ba O4 S,1000492,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000492.rod,,,,,,,,,,,,,,,,1080,
O2 Ti,1000493,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000493.rod,,,,,,,,,,,,,,,,1081,
Ba O4 S,1000494,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000494.rod,,,,,,,,,,,,,,,,1082,
Ce0.62 Dy0.02 Er0.01 F0.24 Gd0.02 La0.03 Nd0.06 O1.68 Pr0.01 Sm0.01 Y0.2 Yb0.02,1000495,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000495.rod,,,,,,,,,,,,,,,,1083,
Al3 F14 Na5,1000496,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000496.rod,,,,,,,,,,,,,,,,1084,
As2 Fe2 H2 O10 Pb,1000497,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000497.rod,,,,,,,,,,,,,,,,1085,
Fe H O9 Pb1.937 V1.912,1000498,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000498.rod,,,,,,,,,,,,,,,,1086,
Al0.004 As0.016 Ba0.018 Ca0.007 Cu0.034 Fe0.965 H1.494 O9 P0.003 Pb1.924 Si0.085 V1.836 Zn0.009,1000499,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000499.rod,,,,,,,,,,,,,,,,1087,
O2 Ti,1000500,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000500.rod,,,,,,,,,,,,,,,,1088,
C H10 Cu2 Mg2 O11,1000501,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000501.rod,,,,,,,,,,,,,,,,1089,
Al0.03 Ca2 Fe1.366 H Mg0.344 Mn0.26 O15 Si5,1000502,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000502.rod,,,,,,,,,,,,,,,,1090,
Ag Al0.12 Fe2.88 H6 O14 S2,1000503,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000503.rod,,,,,,,,,,,,,,,,1091,
Fe0.58 H2 Mg8.42 O18 Si4,1000505,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000505.rod,,,,,,,,,,,,,,,,1092,
As2 Co2.01 Fe0.74 H16 Ni0.25 O16,1000506,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000506.rod,,,,,,,,,,,,,,,,1093,
Al1.98 Be Cr0.02 O4,1000507,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000507.rod,,,,,,,,,,,,,,,,1094,
Al0.004 As0.016 Ba0.018 Ca0.007 Cu0.034 Fe0.965 H1.494 O9 P0.003 Pb1.924 Si0.085 V1.836 Zn0.009,1000510,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000510.rod,,,,,,,,,,,,,,,,1095,
C2 H6 B4 Ca4 Mg O18,1000511,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000511.rod,,,,,,,,,,,,,,,,1096,
As B Ca2 O8,1000512,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000512.rod,,,,,,,,,,,,,,,,1097,
Al O4 P,1000513,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000513.rod,,,,,,,,,,,,,,,,1098,
Cu H6 O14 Pb4 S2,1000514,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000514.rod,,,,,,,,,,,,,,,,1099,
C Ca O3,1000515,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000515.rod,,,,,,,,,,,,,,,,1100,
C Ca O3,1000516,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000516.rod,,,,,,,,,,,,,,,,1101,
Al1.98 Be Cr0.02 O4,1000517,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000517.rod,,,,,,,,,,,,,,,,1102,
Al0.03 Ca2 Fe1.366 H Mg0.344 Mn0.26 O15 Si5,1000519,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000519.rod,,,,,,,,,,,,,,,,1103,
Al H0.08 O2,1000520,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000520.rod,,,,,,,,,,,,,,,,1104,
C Ca0.997 O3 Sr0.003,1000521,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000521.rod,,,,,,,,,,,,,,,,1105,
Ca H4 O11 Si3 Zr,1000522,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000522.rod,,,,,,,,,,,,,,,,1106,
O4 S Sr,1000523,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000523.rod,,,,,,,,,,,,,,,,1107,
Al4 Fe0.14 Mg1.86 Na0.09 O18.58 Si5,1000524,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000524.rod,,,,,,,,,,,,,,,,1108,
Al4 Fe0.14 Mg1.86 Na0.09 O18.58 Si5,1000525,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000525.rod,,,,,,,,,,,,,,,,1109,
Fe0.58 H2 Mg8.42 O18 Si4,1000526,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000526.rod,,,,,,,,,,,,,,,,1110,
C4 H4.59 Al0.112 Ca3.76 F0.41 K0.882 Na3.658 O31.373 Si7.748,1000527,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000527.rod,,,,,,,,,,,,,,,,1111,
C Ca O3,1000528,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000528.rod,,,,,,,,,,,,,,,,1112,
Be3 Ca0.36 H7.26 K Li1.44 Na0.84 O15.01 P3,1000529,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000529.rod,,,,,,,,,,,,,,,,1113,
Ce0.62 Dy0.02 Er0.01 F0.24 Gd0.02 La0.03 Nd0.06 O1.68 Pr0.01 Sm0.01 Y0.2 Yb0.02,1000530,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000530.rod,,,,,,,,,,,,,,,,1114,
Al3 F14 Na5,1000531,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000531.rod,,,,,,,,,,,,,,,,1115,
As2 Fe2 H2 O10 Pb,1000532,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000532.rod,,,,,,,,,,,,,,,,1116,
Fe H O9 Pb1.937 V1.912,1000533,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000533.rod,,,,,,,,,,,,,,,,1117,
C H10 Cu2 Mg2 O11,1000534,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000534.rod,,,,,,,,,,,,,,,,1118,
Al2 Ba O8 Si2,1000537,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000537.rod,,,,,,,,,,,,,,,,1119,
Ca H4 O11 Si3 Zr,1000538,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000538.rod,,,,,,,,,,,,,,,,1120,
Ca H4 O11 Si3 Zr,1000539,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000539.rod,,,,,,,,,,,,,,,,1121,
Cu S2 Sb,1000540,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000540.rod,,,,,,,,,,,,,,,,1122,
Fe H O9 Pb1.937 V1.912,1000541,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000541.rod,,,,,,,,,,,,,,,,1123,
Al2 Ba O8 Si2,1000542,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000542.rod,,,,,,,,,,,,,,,,1124,
Fe0.58 H2 Mg8.42 O18 Si4,1000543,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000543.rod,,,,,,,,,,,,,,,,1125,
Al3.02 H8 K0.012 Mg0.26 Mn1.74 O20 Si4 V0.98,1000544,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000544.rod,,,,,,,,,,,,,,,,1126,
O7 Pb2 V2,1000546,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000546.rod,,,,,,,,,,,,,,,,1127,
Al1.98 Be Cr0.02 O4,1000547,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000547.rod,,,,,,,,,,,,,,,,1128,
C3 H8.5 Ca1.5 O23 Si4 Y2.5,1000548,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000548.rod,,,,,,,,,,,,,,,,1129,
Be3 Ca0.36 H7.26 K Li1.44 Na0.84 O15.01 P3,1000549,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000549.rod,,,,,,,,,,,,,,,,1130,
Al1.98 Be Cr0.02 O4,1000550,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000550.rod,,,,,,,,,,,,,,,,1131,
Al4 Fe0.14 Mg1.86 Na0.09 O18.58 Si5,1000551,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000551.rod,,,,,,,,,,,,,,,,1132,
Al4 Fe0.14 Mg1.86 Na0.09 O18.58 Si5,1000552,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000552.rod,,,,,,,,,,,,,,,,1133,
Al0.635 As Cu Fe0.365 H2 O6,1000553,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000553.rod,,,,,,,,,,,,,,,,1134,
B Ca Li O3,1000554,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000554.rod,,,,,,,,,,,,,,,,1135,
Al1.98 Be Cr0.02 O4,1000555,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000555.rod,,,,,,,,,,,,,,,,1136,
Al0.1 Ca0.28 Ce0.02 Fe0.1 H6 Nb0.8 Nd0.02 O14 Si0.26 Ta0.52 Ti0.22 U1.44,1000556,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000556.rod,,,,,,,,,,,,,,,,1137,
Al3.156 Ca1.01 K0.164 Na0.226 O24 Si8.844,1000557,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000557.rod,,,,,,,,,,,,,,,,1138,
Cu H6 O14 Pb4 S2,1000558,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000558.rod,,,,,,,,,,,,,,,,1139,
Cu H6 O14 Pb4 S2,1000559,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000559.rod,,,,,,,,,,,,,,,,1140,
C H2 Al0.333 O5 Zn0.667,1000560,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000560.rod,,,,,,,,,,,,,,,,1141,
C Ca O3,1000561,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000561.rod,,,,,,,,,,,,,,,,1142,
C Ca O3,1000562,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000562.rod,,,,,,,,,,,,,,,,1143,
Al1.98 Be Cr0.02 O4,1000563,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000563.rod,,,,,,,,,,,,,,,,1144,
Ba0.16 Ca12.82 F H4.18 K6.94 Mn0.18 Na3.18 O92.59 Si35 Sr0.5,1000564,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000564.rod,,,,,,,,,,,,,,,,1145,
Ba O4 S,1000565,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000565.rod,,,,,,,,,,,,,,,,1146,
C Ca O3,1000566,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000566.rod,,,,,,,,,,,,,,,,1147,
C Ca O3,1000567,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000567.rod,,,,,,,,,,,,,,,,1148,
Al H2 Li O7 Si2,1000568,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000568.rod,,,,,,,,,,,,,,,,1149,
C2 Ba Ca O6,1000569,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000569.rod,,,,,,,,,,,,,,,,1150,
H8 Mg Na2 O12 S2,1000570,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000570.rod,,,,,,,,,,,,,,,,1151,
Ba O9 Si3 Ti,1000571,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000571.rod,,,,,,,,,,,,,,,,1152,
Ba O4 S,1000572,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000572.rod,,,,,,,,,,,,,,,,1153,
H8 Mg Na2 O12 S2,1000573,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000573.rod,,,,,,,,,,,,,,,,1154,
Ba O4 S,1000574,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000574.rod,,,,,,,,,,,,,,,,1155,
O2 Ti,1000575,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000575.rod,,,,,,,,,,,,,,,,1156,
Ba O4 S,1000576,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000576.rod,,,,,,,,,,,,,,,,1157,
Mn7 O12 Si,1000577,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000577.rod,,,,,,,,,,,,,,,,1158,
Mn7 O12 Si,1000578,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000578.rod,,,,,,,,,,,,,,,,1159,
H2 Mg O2,1000579,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000579.rod,,,,,,,,,,,,,,,,1160,
Al0.004 As0.016 Ba0.018 Ca0.007 Cu0.034 Fe0.965 H1.494 O9 P0.003 Pb1.924 Si0.085 V1.836 Zn0.009,1000580,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000580.rod,,,,,,,,,,,,,,,,1161,
O2 Ti,1000581,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000581.rod,,,,,,,,,,,,,,,,1162,
Al H2 Li O7 Si2,1000583,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000583.rod,,,,,,,,,,,,,,,,1163,
Al Be3 Ca4 H3 O28 Si9,1000584,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000584.rod,,,,,,,,,,,,,,,,1164,
C0.61 Na3 O3.5 S0.89,1000585,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000585.rod,,,,,,,,,,,,,,,,1165,
C4 Ca1.263 Ce0.626 Dy0.068 Gd0.273 La0.137 Nd0.879 O16 Pr0.147 Sm0.324 Tm0.029 Y0.254,1000586,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000586.rod,,,,,,,,,,,,,,,,1166,
Ni O18 Sb2,1000587,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000587.rod,,,,,,,,,,,,,,,,1167,
C2 H6 B4 Ca4 Mg O18,1000588,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000588.rod,,,,,,,,,,,,,,,,1168,
Ba Be2 O7 Si2,1000589,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000589.rod,,,,,,,,,,,,,,,,1169,
Ba Be2 O7 Si2,1000590,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000590.rod,,,,,,,,,,,,,,,,1170,
Al0.816 As2 Ca Fe0.354 H3 Mg0.784 Mn0.046 O10,1000592,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000592.rod,,,,,,,,,,,,,,,,1171,
Be H2 O2,1000593,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000593.rod,,,,,,,,,,,,,,,,1172,
As B Ca2 O8,1000595,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000595.rod,,,,,,,,,,,,,,,,1173,
Ba H6 O30 U6,1000596,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000596.rod,,,,,,,,,,,,,,,,1174,
Ba H6 O30 U6,1000597,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000597.rod,,,,,,,,,,,,,,,,1175,
Al0.004 As0.016 Ba0.018 Ca0.007 Cu0.034 Fe0.965 H1.494 O9 P0.003 Pb1.924 Si0.085 V1.836 Zn0.009,1000598,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000598.rod,,,,,,,,,,,,,,,,1176,
C2 H6 B4 Ca4 Mg O18,1000599,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000599.rod,,,,,,,,,,,,,,,,1177,
As B Ca2 O8,1000600,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000600.rod,,,,,,,,,,,,,,,,1178,
Be5.176 Ca0.764 Ce0.824 Eu0.008 F4 Gd0.078 H7.72 La0.236 Mg0.012 Mn0.485 Na3.652 Nd0.374 O33.15 Pr0.114 Si8.824 Sm0.08 Th0.174 Y0.242,1000601,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000601.rod,,,,,,,,,,,,,,,,1179,
C2 Ba Ca O6,1000602,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000602.rod,,,,,,,,,,,,,,,,1180,
Al H0.08 O2,1000603,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000603.rod,,,,,,,,,,,,,,,,1181,
Ca2 Fe2 O5,1000604,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000604.rod,,,,,,,,,,,,,,,,1182,
Ca2 H9.2 O8 S2.19,1000605,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000605.rod,,,,,,,,,,,,,,,,1183,
O2 Ti,1000606,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000606.rod,,,,,,,,,,,,,,,,1184,
Al O4 P,1000607,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000607.rod,,,,,,,,,,,,,,,,1185,
Al2 Be3 O18 Si6,1000608,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000608.rod,,,,,,,,,,,,,,,,1186,
Al0.04 Ca9 F0.84 H0.16 Mg0.96 O27.16 P6.97,1000609,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000609.rod,,,,,,,,,,,,,,,,1187,
Al2 Be3 O18 Si6,1000610,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000610.rod,,,,,,,,,,,,,,,,1188,
Al2 Be3 O18 Si6,1000611,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000611.rod,,,,,,,,,,,,,,,,1189,
Al2 Be3 O18 Si6,1000612,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000612.rod,,,,,,,,,,,,,,,,1190,
Ba O9 Si3 Ti,1000613,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000613.rod,,,,,,,,,,,,,,,,1191,
Al2 Be3 O18 Si6,1000614,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000614.rod,,,,,,,,,,,,,,,,1192,
Al2 Be3 O18 Si6,1000615,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000615.rod,,,,,,,,,,,,,,,,1193,
Ca2 O12 Pb Si3 Zn3,1000616,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000616.rod,,,,,,,,,,,,,,,,1194,
Ca2 O12 Pb Si3 Zn3,1000617,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000617.rod,,,,,,,,,,,,,,,,1195,
Al0.04 Ca9 F0.84 H0.16 Mg0.96 O27.16 P6.97,1000618,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000618.rod,,,,,,,,,,,,,,,,1196,
Al2 Be3 O18 Si6,1000619,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000619.rod,,,,,,,,,,,,,,,,1197,
Al H0.08 O2,1000620,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000620.rod,,,,,,,,,,,,,,,,1198,
O4 Pb S,1000621,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000621.rod,,,,,,,,,,,,,,,,1199,
Al Ca O4 Si,1000622,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000622.rod,,,,,,,,,,,,,,,,1200,
Al2 H3 O7 P,1000623,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000623.rod,,,,,,,,,,,,,,,,1201,
Al2 H3 O7 P,1000624,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000624.rod,,,,,,,,,,,,,,,,1202,
Al Ca O4 Si,1000625,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000625.rod,,,,,,,,,,,,,,,,1203,
Al1.876 Ba0.002 Ca0.162 H34 K0.03 Mg0.047 N1.315 Na0.106 O22.52 Si7.123,1000626,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000626.rod,,,,,,,,,,,,,,,,1204,
C2 Ca Fe0.33 Mg0.67 O6,1000627,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000627.rod,,,,,,,,,,,,,,,,1205,
C2 Ca Fe0.33 Mg0.67 O6,1000628,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000628.rod,,,,,,,,,,,,,,,,1206,
Al1.8 B Ca1.65 Fe0.2 H Mg0.1 Mn1.2 O16 Si4,1000629,Raman Open Database,Raman,,,,,,,,http://solsa.crystallography.net/rod/1000629.rod,,,,,,,,,,,,,,,,1207,
